billing_period_start,billing_period_end,usage_start,usage_end,line_item_id,invoice_id,line_item_type,cost_category,payer_account_id,linked_account_id,resource_id,service,sku,usage_type,operation,region,availability_zone,quantity,unit,currency,public_ondemand_unit_price,list_cost,ondemand_cost_equivalent,unblended_cost,amortized_cost,effective_cost,net_cost,credit_amount,tax_amount,support_fee_amount,marketplace_fee_amount,tag_application,tag_environment,tag_owner,tag_cost_center,is_late_adjustment
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000001,AWS-2026-07-0001,usage,EC2Compute,777700000001,111111111111,ec2compute-111111-BoxUsage,Amazon Elastic Compute Cloud,SKU-EC2-xlarge,BoxUsage:m5.xlarge,RunInstances,us-east-1,us-east-1a,770,Hrs,USD,1.920000,1478.400000,1478.400000,960.960000,960.960000,960.960000,960.960000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000002,AWS-2026-07-0001,savings_plan_recurring,Commitment,777700000001,111111111111,ec2compute-111111-BoxUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,RunInstances,us-east-1,us-east-1a,0,Hrs,USD,1.920000,1478.400000,1478.400000,517.440000,-517.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000003,AWS-2026-07-0001,usage,EC2Compute,777700000001,111111111111,ec2compute-111111-BoxUsage,Amazon Elastic Compute Cloud,SKU-EC2-xlarge,BoxUsage:c5.2xlarge,RunInstances,us-east-1,us-east-1a,349,Hrs,USD,3.400000,1186.600000,1186.600000,771.290000,771.290000,771.290000,771.290000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000004,AWS-2026-07-0001,savings_plan_recurring,Commitment,777700000001,111111111111,ec2compute-111111-BoxUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,RunInstances,us-east-1,us-east-1a,0,Hrs,USD,3.400000,1186.600000,1186.600000,415.310000,-415.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000005,AWS-2026-07-0001,usage,Storage,777700000001,111111111111,storage-111111-TimedStorage-ByteHrs,Amazon Simple Storage Service,SKU-STO-yteHrs,TimedStorage-ByteHrs,Put,us-east-1,us-east-1a,16350,GB-Mo,USD,0.230000,3760.500000,3760.500000,3760.500000,3760.500000,3760.500000,3760.500000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000006,AWS-2026-07-0001,usage,RDSDatabase,777700000001,111111111111,rdsdatabase-111111-InstanceUsage,Amazon Relational Database Service,SKU-RDS-.large,InstanceUsage:db.r5.large,Put,us-east-1,us-east-1a,748,Hrs,USD,2.620000,1959.760000,1959.760000,1273.840000,1273.840000,1273.840000,1273.840000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000007,AWS-2026-07-0001,savings_plan_recurring,Commitment,777700000001,111111111111,rdsdatabase-111111-InstanceUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,Put,us-east-1,us-east-1a,0,Hrs,USD,2.620000,1959.760000,1959.760000,685.920000,-685.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000008,AWS-2026-07-0001,usage,Network,777700000001,111111111111,network-111111-Requests-Tier1,Amazon CloudFront,SKU-NET--Tier1,Requests-Tier1,Put,us-east-1,us-east-1a,990000,Requests,USD,0.010000,9900.000000,9900.000000,9900.000000,9900.000000,9900.000000,9900.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000009,AWS-2026-07-0001,usage,Network,777700000001,111111111111,network-111111-Bytes Transfer-To-Internet,Amazon CloudFront,SKU-NET-ternet,Bytes Transfer-To-Internet,Put,us-east-1,us-east-1a,1854,GB,USD,1.200000,2224.800000,2224.800000,2224.800000,2224.800000,2224.800000,2224.800000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,777700000001-2026-07-000010,AWS-2026-07-0001,usage,Marketplace,777700000001,111111111111,marketplace-111111-Software(Redis-Labs),AWS Marketplace,SKU-MAR--Labs),Software(Redis-Labs),Put,us-east-1,us-east-1a,633,Hrs,USD,2.500000,1582.500000,1582.500000,1582.500000,1582.500000,1582.500000,1582.500000,0.000000,0.000000,0.000000,1582.500000,payments-api,prod,Priya Kumar,CC-1001,false
