billing_period_start,billing_period_end,usage_start,usage_end,line_item_id,invoice_id,line_item_type,cost_category,payer_account_id,linked_account_id,resource_id,service,sku,usage_type,operation,region,availability_zone,quantity,unit,currency,public_ondemand_unit_price,list_cost,ondemand_cost_equivalent,unblended_cost,amortized_cost,effective_cost,net_cost,credit_amount,tax_amount,support_fee_amount,marketplace_fee_amount,tag_application,tag_environment,tag_owner,tag_cost_center,is_late_adjustment
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000001,AWS-2026-08-0001,usage,EC2Compute,777700000001,111111111111,ec2compute-111111-BoxUsage,Amazon Elastic Compute Cloud,SKU-EC2-xlarge,BoxUsage:m5.xlarge,RunInstances,us-east-1,us-east-1a,806,Hrs,USD,1.920000,1547.520000,1547.520000,1005.880000,1005.880000,1005.880000,1005.880000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000002,AWS-2026-08-0001,savings_plan_recurring,Commitment,777700000001,111111111111,ec2compute-111111-BoxUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,RunInstances,us-east-1,us-east-1a,0,Hrs,USD,1.920000,1547.520000,1547.520000,541.640000,-541.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000003,AWS-2026-08-0001,usage,EC2Compute,777700000001,111111111111,ec2compute-111111-BoxUsage,Amazon Elastic Compute Cloud,SKU-EC2-xlarge,BoxUsage:c5.2xlarge,RunInstances,us-east-1,us-east-1a,342,Hrs,USD,3.400000,1162.800000,1162.800000,755.820000,755.820000,755.820000,755.820000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000004,AWS-2026-08-0001,savings_plan_recurring,Commitment,777700000001,111111111111,ec2compute-111111-BoxUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,RunInstances,us-east-1,us-east-1a,0,Hrs,USD,3.400000,1162.800000,1162.800000,406.980000,-406.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000005,AWS-2026-08-0001,usage,Storage,777700000001,111111111111,storage-111111-TimedStorage-ByteHrs,Amazon Simple Storage Service,SKU-STO-yteHrs,TimedStorage-ByteHrs,Put,us-east-1,us-east-1a,16350,GB-Mo,USD,0.230000,3760.500000,3760.500000,3760.500000,3760.500000,3760.500000,3760.500000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000006,AWS-2026-08-0001,usage,RDSDatabase,777700000001,111111111111,rdsdatabase-111111-InstanceUsage,Amazon Relational Database Service,SKU-RDS-.large,InstanceUsage:db.r5.large,Put,us-east-1,us-east-1a,655,Hrs,USD,2.620000,1716.100000,1716.100000,1115.460000,1115.460000,1115.460000,1115.460000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000007,AWS-2026-08-0001,savings_plan_recurring,Commitment,777700000001,111111111111,rdsdatabase-111111-InstanceUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,Put,us-east-1,us-east-1a,0,Hrs,USD,2.620000,1716.100000,1716.100000,600.640000,-600.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000008,AWS-2026-08-0001,usage,Network,777700000001,111111111111,network-111111-Requests-Tier1,Amazon CloudFront,SKU-NET--Tier1,Requests-Tier1,Put,us-east-1,us-east-1a,981000,Requests,USD,0.010000,9810.000000,9810.000000,9810.000000,9810.000000,9810.000000,9810.000000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000009,AWS-2026-08-0001,usage,Network,777700000001,111111111111,network-111111-Bytes Transfer-To-Internet,Amazon CloudFront,SKU-NET-ternet,Bytes Transfer-To-Internet,Put,us-east-1,us-east-1a,1674,GB,USD,1.200000,2008.800000,2008.800000,2008.800000,2008.800000,2008.800000,2008.800000,0.000000,0.000000,0.000000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000010,AWS-2026-08-0001,usage,Marketplace,777700000001,111111111111,marketplace-111111-Software(Redis-Labs),AWS Marketplace,SKU-MAR--Labs),Software(Redis-Labs),Put,us-east-1,us-east-1a,784,Hrs,USD,2.500000,1960.000000,1960.000000,1960.000000,1960.000000,1960.000000,1960.000000,0.000000,0.000000,0.000000,1960.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000011,AWS-2026-08-0001,support,Support,777700000001,111111111111,support-111111111111,AWS Support (Business),SUPPORT-BIZ,Support,Support,us-east-1,us-east-1a,1,Monthly,USD,0.000000,2041.640000,2041.640000,2041.640000,2041.640000,2041.640000,2041.640000,0.000000,0.000000,2041.640000,0.000000,payments-api,prod,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000012,AWS-2026-08-0001,usage,EC2Compute,777700000001,222222222222,ec2compute-222222-BoxUsage,Amazon Elastic Compute Cloud,SKU-EC2-xlarge,BoxUsage:m5.xlarge,RunInstances,us-east-1,us-east-1a,669,Hrs,USD,1.920000,1284.480000,1284.480000,834.910000,834.910000,834.910000,834.910000,0.000000,0.000000,0.000000,0.000000,payments-api,dev,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000013,AWS-2026-08-0001,savings_plan_recurring,Commitment,777700000001,222222222222,ec2compute-222222-BoxUsage,Savings Plans,SP-RECURRING,SavingsPlanRecurring,RunInstances,us-east-1,us-east-1a,0,Hrs,USD,1.920000,1284.480000,1284.480000,449.570000,-449.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,payments-api,dev,Priya Kumar,CC-1001,false
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,2026-08-15T12:00:00+00:00,2026-09-01T00:00:00+00:00,777700000001-2026-08-000014,AWS-2026-08-0001,usage,EC2Compute,777700000001,222222222222,ec2compute-222222-BoxUsage,Amazon Elastic Compute Cloud,SKU-EC2-xlarge,BoxUsage:c5.2xlarge,RunInstances,us-east-1,us-east-1a,316,Hrs,USD,3.400000,1074.400000,1074.400000,698.360000,698.360000,698.360000,698.360000,0.000000,0.000000,0.000000,0.000000,payments-api,dev,Priya Kumar,CC-1001,false
